id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes
192.168.1.6,34536,192.168.1.4,22,SSH,18.08839702606201,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.6,57496,192.168.1.4,22,SSH,18.08956003189087,1631,2086,SF,1,1,0,ShADadFf,17,2523,22,3238
192.168.1.4,35061,192.168.1.1,53,udp,0.025990009,54,111,SF,1,1,0,Dd,1,82,1,139
192.168.1.4,41804,147.28.129.140,443,udp,0.000725985,45,45,SF,1,1,0,Dd,1,73,1,73
192.168.1.6,46534,192.168.1.4,22,SSH,18.08809208869934,1607,2086,SF,1,1,0,ShADadFf,17,2499,22,3238
192.168.1.4,44420,13.107.246.40,443,tcp,14.03150487,2536,4453,RSTO,1,0,0,ShADadfR,13,3220,13,5137
192.168.1.4,46784,69.173.146.5,443,tcp,2.968948841,6381,11195,SF,1,0,0,ShADadFf,24,7637,24,12451
192.168.1.4,40220,192.168.1.1,53,udp,0.001218796,49,255,SF,1,1,0,Dd,1,77,1,283
192.168.1.4,35386,64.233.180.157,443,udp,1.193063021,5520,9296,SF,1,0,0,Dd,15,5940,17,9772
192.168.1.4,43555,192.168.1.1,53,udp,0.037351131,53,257,SF,1,1,0,Dd,1,81,1,285
192.168.1.4,54489,192.168.1.1,53,udp,0.061983824,42,141,SF,1,1,0,Dd,1,70,1,169
192.168.1.6,43904,192.168.1.4,22,SSH,18.08792495727539,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.4,44013,192.168.1.1,53,udp,2.479373932,1910,13363,SF,1,0,0,ShADadFf,14,2646,12,13995
192.168.1.4,38149,192.168.1.1,53,udp,0.005634069,47,478,SF,1,1,0,Dd,1,75,1,506
192.168.1.4,42845,192.168.1.1,53,udp,12.656142,2676,4436,SF,1,0,0,ShADadFf,14,3412,10,4964
192.168.1.4,43344,172.253.63.94,443,udp,0.022262096,56,367,SF,1,1,0,Dd,1,84,1,395
192.168.1.4,33262,192.168.1.1,53,udp,0.136414051,44,134,SF,1,1,0,Dd,1,72,1,162
192.168.1.4,57088,192.168.1.1,53,DNS,0.002034187,58,562,SF,1,1,0,Dd,1,86,1,590
192.168.1.4,41752,104.90.97.151,443,tcp,33.02290988,6034,15370749,SF,1,0,4883700,ShADadgtgttgFRf,1636,111466,3073,15530553
192.168.1.4,40127,192.168.1.1,53,udp,0.024545908,47,453,SF,1,1,0,Dd,1,75,1,481
192.168.1.4,59256,192.168.1.1,53,udp,0.002388,55,136,SF,1,1,0,Dd,1,83,1,164
192.168.1.4,42704,192.168.1.1,53,udp,0.022773981,44,113,SF,1,1,0,Dd,1,72,1,141
192.168.1.4,41130,52.85.132.37,443,udp,0.06734395,50,569,SF,1,1,0,Dd,1,78,1,597
192.168.1.4,50368,192.168.1.1,53,udp,0.082634926,1935,3965,SF,1,0,0,ShADadFRRf,13,2559,10,4493
192.168.1.4,41342,192.168.1.1,53,udp,0.01009798,42,89,SF,1,1,0,Dd,1,70,1,117
192.168.1.4,35225,192.168.1.1,53,udp,0.033331871,41,297,SF,1,1,0,Dd,1,69,1,325
192.168.1.4,49105,192.168.1.1,53,udp,0.136003017,48,129,SF,1,1,0,Dd,1,76,1,157
192.168.1.4,36622,192.168.1.1,53,udp,0.002652168,49,389,SF,1,1,0,Dd,1,77,1,417
192.168.1.4,55426,192.168.1.1,53,udp,23.18653393,2781,5238,SF,1,0,0,Dd,6,2949,7,5434
192.168.1.4,56163,192.168.1.1,53,udp,0.059342861,68,251,SF,1,1,0,Dd,1,96,1,279
192.168.1.4,56182,142.251.167.104,443,udp,0.002686977,58,145,SF,1,1,0,Dd,1,86,1,173
192.168.1.4,47406,192.168.1.1,53,udp,0.012969971,45,129,SF,1,1,0,IIiiiIhhhHHH,1,73,1,157
192.168.1.4,54684,192.168.1.1,53,udp,9.208834171,4813,10519,SF,1,0,0,Dd,14,5205,17,10995
192.168.1.4,60302,142.251.111.149,443,udp,0.055112839,4012,8678,SF,1,0,0,Dd,7,4208,10,8958
192.168.1.4,59166,192.168.1.1,53,udp,0.001162052,54,118,SF,1,1,0,Dd,1,82,1,146
192.168.1.4,43937,192.168.1.1,53,udp,0.015341043,47,112,SF,1,1,0,Dd,1,75,1,140
192.168.1.4,35216,192.168.1.1,53,udp,2.396667004,2616,4551,SF,1,0,0,ShADadFf,16,3456,12,5183
192.168.1.6,39872,192.168.1.4,22,SSH,18.08752584457397,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.6,50256,192.168.1.4,22,SSH,18.086642026901245,1639,2086,SF,1,1,0,ShADadFf,17,2531,22,3238
192.168.1.4,58701,104.22.36.96,443,udp,3.054402113,2443,184641,SF,1,0,0,IIiiiiIhhHHhH,79,6535,131,191461
192.168.1.4,48843,192.168.1.1,53,udp,0.004040003,49,322,SF,1,1,0,Dd,1,77,1,350
192.168.1.4,48632,192.168.1.1,53,udp,0.003066063,58,126,SF,1,1,0,Dd,1,86,1,154
192.168.1.4,49918,192.168.1.1,53,udp,242.1475439,2406,4635,SF,1,0,0,IIiiiIhhHhHhH,18,3326,20,5683
192.168.1.4,44194,34.149.158.18,443,tcp,95.71732402,2689,120163,SF,1,0,0,ShADadFf,58,5713,85,124591
192.168.1.4,60807,192.168.1.1,53,udp,0.077058077,47,394,SF,1,1,0,Dd,1,75,1,422
192.168.1.6,60664,192.168.1.4,22,SSH,18.107271909713745,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.4,51959,192.168.1.1,53,udp,0.002366066,86,168,SF,1,1,0,Dd,1,114,1,196
192.168.1.4,40093,192.168.1.1,53,udp,0.404049873,56,219,SF,1,1,0,Dd,1,84,1,247
192.168.1.6,39010,192.168.1.4,22,SSH,18.08774209022522,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.4,48694,148.113.163.217,443,tcp,42.47393012,2657,3799,SF,1,0,0,ShADadFf,11,3237,9,4275
192.168.1.4,41490,54.209.142.193,443,tcp,60.0437181,2632,6180,SF,1,0,0,ShADadfF,16,3472,17,7072
192.168.1.4,35632,192.168.1.1,53,udp,0.045232058,49,198,SF,1,1,0,Dd,1,77,1,226
192.168.1.4,35840,192.168.1.1,53,udp,0.004001856,53,496,SF,1,1,0,Dd,1,81,1,524
192.168.1.4,59734,216.239.32.181,443,udp,0.042612076,51,115,SF,1,1,0,Dd,1,79,1,143
192.168.1.4,40696,142.251.111.148,443,udp,0.001909018,44,635,SF,1,1,0,Dd,1,72,1,663
192.168.1.4,60794,3.162.112.32,443,udp,0.009361029,57,153,SF,1,1,0,Dd,1,85,1,181
192.168.1.4,34122,192.168.1.1,53,udp,0.05150795,1891,6135,SF,1,0,0,ShADadFfR,10,2395,8,6559
192.168.1.4,44446,100.20.78.66,443,tcp,60.19074917,1949,5751,RSTO,1,0,0,ShADadfR,12,2581,14,6487
192.168.1.4,44427,192.168.1.1,53,udp,0,46,95,SF,0,1,0,Dd,1,74,1,123
192.168.1.4,42928,52.159.108.190,443,tcp,0.031388998,0,0,RSTO,1,0,0,ShR,2,100,1,60
192.168.1.4,34740,34.200.20.234,443,udp,0.027556181,40,101,SF,1,1,0,Dd,1,68,1,129
192.168.1.4,44630,142.251.167.103,443,udp,0.101574898,4930,9858,SF,1,0,0,Dd,12,5266,13,10222
192.168.1.4,43574,47.253.61.56,443,udp,120.4243469,3567,422200,SF,1,0,10136,ShADadgfF,129,10283,204,432816
192.168.1.4,60534,192.168.1.1,53,udp,0.061897993,45,283,SF,1,1,0,Dd,1,73,1,311
192.168.1.4,52718,64.233.180.157,443,tcp,0.060100079,1761,5750,SF,1,0,0,ShADFdRfR,9,2177,6,6070
192.168.1.4,35198,192.168.1.1,53,udp,0.030822039,42,119,SF,1,1,0,Dd,1,70,1,147
192.168.1.6,47434,192.168.1.4,22,SSH,18.09544491767884,1647,2086,SF,1,1,0,ShADadFf,17,2539,22,3238
192.168.1.4,48896,142.250.31.138,443,udp,0.087573767,43,461,SF,1,1,0,Dd,1,71,1,489
192.168.1.4,49586,172.253.122.97,443,tcp,28.57075596,1837,5625,SF,1,0,0,ShADadfF,11,2417,11,6205
192.168.1.4,43610,34.192.191.43,443,tcp,28.5707829,4985,5282,SF,1,0,0,ShADadfF,23,5925,101,9334
192.168.1.4,49832,192.168.1.1,53,udp,0.014001846,47,534,SF,1,1,0,Dd,1,75,1,562
192.168.1.4,49218,192.168.1.1,53,DNS,0.00067091,58,250,SF,1,1,0,Dd,1,86,1,278
192.168.1.4,36010,192.168.1.1,53,udp,0,3992,8476,SF,0,0,0,Dd,6,4160,7,8672
192.168.1.4,35729,192.168.1.1,53,udp,0.077763081,48,337,SF,1,1,0,Dd,1,76,1,365
192.168.1.4,40750,192.168.1.1,53,udp,0,54,138,SF,0,1,0,Dd,1,82,1,166
192.168.1.4,48960,18.160.10.17,443,udp,0.073459864,59,502,SF,1,1,0,Dd,1,87,1,530
192.168.1.4,47008,34.95.69.49,443,tcp,9.808762074,2888,6880,SF,1,0,0,ShADadFf,13,3572,13,7564
192.168.1.4,47584,192.168.1.1,53,udp,0.030035973,51,154,SF,1,1,0,Dd,1,79,1,182
192.168.1.4,45112,192.168.1.1,53,udp,0.003103971,87,169,SF,1,1,0,Dd,1,115,1,197
192.168.1.4,34446,172.253.122.97,443,udp,0.001410961,64,130,SF,1,1,0,Dd,1,92,1,158
192.168.1.4,41310,142.251.179.113,443,tcp,0.493173838,1802,4731,SF,1,0,0,IIiiiIhhhHHhH,11,2382,9,5207
192.168.1.4,48114,192.168.1.1,53,udp,0.002003908,81,163,SF,1,1,0,Dd,1,109,1,191
192.168.1.4,33885,35.227.252.103,443,udp,0.059342861,68,251,SF,1,1,0,IIiishhHH,1,96,1,279
192.168.1.4,59500,142.251.111.190,443,udp,0.022850037,47,331,SF,1,1,0,IIiiihhhIHHhH,1,75,1,359
192.168.1.4,57574,35.190.43.134,443,udp,0.001695871,46,393,SF,1,1,0,Dd,1,74,1,421
192.168.1.4,56589,35.190.43.134,443,udp,0.064023972,2732,5242,SF,1,0,0,Dd,5,2872,7,5438
192.168.1.6,33180,192.168.1.4,22,SSH,18.095096826553345,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.4,49914,108.59.86.11,443,udp,0.003180981,44,461,SF,1,1,0,Dd,1,72,1,489
192.168.1.6,59600,192.168.1.4,22,SSH,0.000589848,23,22,RSTR,1,1,0,ShADadr,4,239,5,278
192.168.1.4,50245,142.251.179.154,443,udp,0.024545908,47,453,SF,1,1,0,IIiiihhhIHHhH,1,75,1,481
192.168.1.4,58372,192.168.1.1,53,udp,0.015168905,51,170,SF,1,1,0,Dd,1,79,1,198
192.168.1.6,34458,192.168.1.4,22,SSH,18.09992504119873,1631,2086,SF,1,1,0,ShADadFf,17,2523,22,3238
192.168.1.6,60660,192.168.1.4,22,SSH,18.09047818183899,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.6,39840,192.168.1.4,22,SSH,0.000802994,23,22,RSTR,1,1,0,ShADadr,4,239,5,278
192.168.1.6,56268,192.168.1.4,22,SSH,18.08966088294983,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.4,60913,192.168.1.1,53,udp,0.139245987,46,186,SF,1,1,0,Dd,1,74,1,214
192.168.1.4,47370,192.168.1.1,53,udp,0.01632309,46,243,SF,1,1,0,IIishhhhHHHH,1,74,1,271
192.168.1.6,57400,192.168.1.4,22,SSH,0.000296116,23,22,RSTR,1,1,0,ShADadr,4,239,5,278
192.168.1.4,56814,35.244.252.209,443,udp,0.019575834,37,291,SF,1,1,0,Dd,1,65,1,319
192.168.1.6,34100,192.168.1.4,22,SSH,0.000857115,23,22,RSTR,1,1,0,ShADadr,4,239,5,278
192.168.1.4,48464,192.168.1.1,53,udp,0.038740873,51,394,SF,1,1,0,Dd,1,79,1,422
192.168.1.4,60456,192.168.1.1,53,udp,0.006497145,48,342,SF,1,1,0,Dd,1,76,1,370
192.168.1.4,40692,192.168.1.1,53,udp,0.004314184,46,124,SF,1,1,0,Dd,1,74,1,152
192.168.1.4,51990,192.168.1.1,53,udp,0.029159069,45,153,SF,1,1,0,Dd,1,73,1,181
192.168.1.4,52791,192.168.1.1,53,udp,0.053307056,89,171,SF,1,1,0,Dd,1,117,1,199
192.168.1.4,54470,192.168.1.1,53,udp,0.179493904,51,445,SF,1,1,0,Dd,1,79,1,473
192.168.1.6,38532,192.168.1.4,22,SSH,0.000560045,23,22,RSTR,1,1,0,ShADadr,4,239,5,278
192.168.1.4,34835,192.168.1.1,53,udp,0.001259804,60,120,SF,1,1,0,Dd,1,88,1,148
192.168.1.6,49466,192.168.1.4,22,SSH,18.08852314949036,1639,2086,SF,1,1,0,ShADadFf,17,2531,22,3238
192.168.1.4,57218,192.168.1.1,53,udp,0.126790047,49,208,SF,1,1,0,Dd,1,77,1,236
192.168.1.6,58476,192.168.1.4,22,SSH,0.000588179,23,22,RSTR,1,1,0,ShADadr,4,239,5,278
192.168.1.6,55556,192.168.1.4,22,SSH,18.09085202217102,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.6,53682,192.168.1.4,22,SSH,18.08867692947388,1639,2086,SF,1,1,0,ShADadFf,17,2531,22,3238
192.168.1.4,52562,192.168.1.1,53,udp,0.001145124,43,108,SF,1,1,0,Dd,1,71,1,136
192.168.1.6,34002,192.168.1.4,22,SSH,0.000492096,23,22,RSTR,1,1,0,ShADdar,4,239,5,278
192.168.1.4,47354,172.253.63.154,443,tcp,1.088714123,1905,6591,SF,1,0,0,ShADadFfR,11,2461,9,7067
192.168.1.4,57867,192.168.1.1,53,udp,0.001978874,43,369,SF,1,1,0,Dd,1,71,1,397
192.168.1.6,43782,192.168.1.4,22,SSH,18.09052801132202,1639,2086,SF,1,1,0,ShADadFf,17,2531,22,3238
192.168.1.4,44374,162.55.233.29,443,tcp,2.047990084,0,0,S0,1,0,0,S,2,120,0,0
192.168.1.4,34403,192.168.1.1,53,udp,0.012367964,44,129,SF,1,1,0,Dd,1,72,1,157
192.168.1.4,58986,23.197.180.217,443,udp,0.039147854,43,177,SF,1,1,0,Dd,1,71,1,205
192.168.1.4,50971,192.168.1.1,53,udp,0.051403999,41,391,SF,1,1,0,Dd,1,69,1,419
192.168.1.4,49996,192.168.1.1,53,udp,0.003815889,55,136,SF,1,1,0,Dd,1,83,1,164
192.168.1.4,41354,52.223.241.2,443,udp,0.00226593,62,133,SF,1,1,0,Dd,1,90,1,161
192.168.1.4,43158,192.168.1.1,53,udp,0.002663851,40,139,SF,1,1,0,Dd,1,68,1,167
192.168.1.4,45712,192.168.1.1,53,udp,183.191747,2451,137162,SF,1,0,0,ShADadFf,59,5527,87,141694
192.168.1.4,38388,192.168.1.1,53,udp,0.00185585,44,107,SF,1,1,0,Dd,1,72,1,135
192.168.1.4,54444,192.168.1.1,53,udp,1.288678885,1812,4244,SF,1,0,0,ShADadFfR,11,2368,11,4824
192.168.1.4,47716,192.168.1.1,53,udp,0.015900135,46,107,SF,1,1,0,IIZZiishH,1,74,1,135
192.168.1.4,54411,192.168.1.1,53,udp,0.002208948,62,149,SF,1,1,0,Dd,1,90,1,177
192.168.1.4,37959,192.168.1.1,53,udp,0.023910999,49,234,SF,1,1,0,Dd,1,77,1,262
192.168.1.4,58044,34.120.202.204,443,tcp,60.20365405,1864,5181,SF,1,0,0,ShADadFf,12,2496,10,5709
192.168.1.4,37441,192.168.1.1,53,udp,2.638380051,1849,5617,SF,1,0,0,IIiiiIhhhHHhHH,11,2405,11,6197
192.168.1.4,46986,35.244.193.51,443,udp,0.098919153,3220,5851,SF,1,0,0,IIiishhhHH,8,3444,7,6047
192.168.1.4,41039,192.168.1.1,53,udp,0.045658112,1866,6198,SF,1,0,0,ShADadFRfR,12,2462,10,6726
192.168.1.6,35628,192.168.1.4,22,SSH,18.08932399749756,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.4,54884,192.168.1.1,53,udp,0.00245285,45,149,SF,1,1,0,Dd,1,73,1,177
192.168.1.4,57352,192.168.1.1,53,udp,0.020871878,88,245,SF,1,1,0,Dd,1,116,1,273
192.168.1.4,49626,216.22.16.9,443,tcp,3.060412169,3138,7939,SF,1,0,0,ShADadfF,18,3878,16,8591
192.168.1.6,49818,192.168.1.4,22,SSH,18.088447093963623,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.4,34668,3.0.25.182,443,udp,0.029485941,51,243,SF,1,1,0,Dd,1,79,1,271
192.168.1.4,48242,192.168.1.1,53,udp,0.113369942,51,198,SF,1,1,0,Dd,1,79,1,226
192.168.1.6,47392,192.168.1.4,22,SSH,0.000509024,23,22,RSTR,1,1,0,ShAdfDrr,4,239,5,266
192.168.1.6,41164,192.168.1.4,22,SSH,18.087056159973145,1607,2086,SF,1,1,0,ShADadFf,17,2499,22,3238
192.168.1.4,54002,192.168.1.1,53,udp,0.004281998,53,113,SF,1,1,0,Dd,1,81,1,141
192.168.1.4,60023,192.168.1.1,53,udp,0.177371025,49,282,SF,1,1,0,Dd,1,77,1,310
192.168.1.4,54934,192.168.1.1,53,udp,0.00146699,58,123,SF,1,1,0,Dd,1,86,1,151
192.168.1.6,41608,192.168.1.4,22,SSH,16.585843086242676,1607,2086,SF,1,1,0,ShADadFf,17,2499,22,3238
192.168.1.4,49393,192.168.1.1,53,udp,125.088424,10198,335830,RSTR,1,0,30521,ShADadgr,81,14418,124,342274
192.168.1.4,38590,23.218.217.177,443,tcp,120.0722728,2398,5893,SF,1,0,0,ShADadFf,17,3290,19,6889
192.168.1.4,54694,192.168.1.1,53,udp,400.2788582,2512,112383,SF,1,0,0,ShADadFf,46,4912,71,116083
192.168.1.4,34006,104.18.31.27,443,udp,0.059931993,48,190,SF,1,1,0,Dd,1,76,1,218
192.168.1.6,60978,192.168.1.4,22,SSH,18.08921909332276,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.4,39495,192.168.1.1,53,udp,0.018424034,41,110,SF,1,1,0,Dd,1,69,1,138
192.168.1.4,56476,192.168.1.1,53,udp,0.020498991,56,264,SF,1,1,0,Dd,1,84,1,292
192.168.1.6,40410,192.168.1.4,22,SSH,18.08758997917176,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.156,34130,192.168.1.1,53,DNS,18.089781999588013,1631,2086,S0,1,1,0,D,1,65,0,0
192.168.1.4,52321,192.168.1.1,53,udp,0.002004862,52,333,SF,1,1,0,Dd,1,80,1,361
192.168.1.4,44360,162.55.233.29,443,tcp,12.78284001,4016,9197,SF,1,0,0,ShADadFf,17,4716,23,10129
192.168.1.4,52802,34.117.4.53,443,udp,0.002213001,52,112,SF,1,1,0,Dd,1,80,1,140
192.168.1.4,37724,104.90.28.203,443,tcp,60.2819469,2473,104173,SF,1,0,0,ShADadtFRf,80,6737,83,109945
192.168.1.6,53754,192.168.1.4,22,SSH,16.58458709716797,1631,2086,SF,1,1,0,ShADadFf,17,2523,22,3238
192.168.1.6,33562,192.168.1.4,22,SSH,18.090388774871823,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.6,47556,192.168.1.4,22,SSH,18.089205980300903,1631,2086,SF,1,1,0,ShADadFf,17,2523,22,3238
192.168.1.6,35852,192.168.1.4,22,SSH,0.000545979,23,22,RSTR,1,1,0,ShADadr,4,239,5,278
192.168.1.6,50094,192.168.1.4,22,SSH,0.000716925,23,22,RSTR,1,1,0,ShADadr,4,239,5,278
192.168.1.6,55590,192.168.1.4,22,SSH,18.08966088294983,1607,2086,SF,1,1,0,ShADadFf,17,2499,22,3238
192.168.1.4,58495,35.190.43.134,443,udp,0.079826117,3431,4293,SF,1,0,0,Dd,9,3683,10,4573
192.168.1.4,50344,69.166.1.35,443,udp,0.037212133,61,214,SF,1,1,0,Dd,1,89,1,242
192.168.1.4,59216,151.101.66.133,443,tcp,556.515034,4997,1403044,SF,1,0,20216,ShADadgttFRf,348,24037,500,1429052
192.168.1.4,53372,142.251.16.149,443,udp,5.741440058,5606,5238,SF,1,0,0,ShADadFf,16,6446,13,5922
192.168.1.6,36070,192.168.1.4,22,SSH,0.00049901,23,22,RSTR,1,1,0,ShADadr,4,239,5,278
192.168.1.6,35500,192.168.1.4,22,SSH,18.08792519569397,1647,2086,SF,1,1,0,ShADadFf,17,2539,22,3238
192.168.1.6,44656,192.168.1.4,22,SSH,18.089221954345703,1607,2086,SF,1,1,0,ShADadFf,17,2499,22,3238
192.168.1.4,38077,192.168.1.1,53,udp,0.00408411,41,598,SF,1,1,0,Dd,1,69,1,626
192.168.1.6,38496,192.168.1.4,22,SSH,18.08979892730713,1631,2086,SF,1,1,0,ShADadFf,17,2523,22,3238
192.168.1.4,33392,146.75.38.49,443,tcp,58.26324487,2766,5816,SF,1,0,0,ShADadFRf,18,3686,19,6812
192.168.1.4,53078,104.18.29.127,443,tcp,3.201506853,16095,5772,RSTO,1,0,0,ShADadfR,21,16955,23,6704
192.168.1.4,42110,192.168.1.1,53,udp,0.003771067,58,139,SF,1,1,0,Dd,1,86,1,167
192.168.1.4,41852,142.251.167.94,443,tcp,60.06261706,1801,6350,SF,1,0,0,ShADadFf,11,2381,9,6826
192.168.1.6,46022,192.168.1.4,22,SSH,16.585247039794922,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.4,57601,172.253.115.155,443,udp,0.092407942,5462,12562,SF,1,0,0,Dd,14,5854,18,13066
192.168.1.4,54329,104.18.6.220,443,udp,0.001536131,58,143,SF,1,1,0,IIiiiiIhhHH,1,86,1,171
192.168.1.4,47625,192.168.1.1,53,udp,0.002213955,61,111,SF,1,1,0,Dd,1,89,1,139
192.168.1.4,49808,52.149.234.104,443,udp,0.203837872,45,250,SF,1,1,0,Dd,1,73,1,278
192.168.1.6,40218,192.168.1.4,22,SSH,0.16548419,88,185,SF,1,0,0,ShADdfFa,5,356,4,401
192.168.1.6,58636,192.168.1.4,22,SSH,18.098037004470825,1631,2086,SF,1,1,0,ShADadFf,17,2523,22,3238
192.168.1.6,43316,192.168.1.4,22,SSH,18.08995008468628,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.4,41845,172.253.122.97,443,udp,0.014806032,51,459,SF,1,1,0,IIiiiIhhhHHhH,1,79,1,487
192.168.1.4,35022,104.18.2.179,443,tcp,47.14239311,4009,6021,SF,1,0,0,ShADadFf,14,4745,12,6653
192.168.1.4,39766,192.168.1.1,53,udp,0.003626108,75,141,SF,1,1,0,Dd,1,103,1,169
192.168.1.4,34914,192.168.1.1,53,udp,0.001490116,56,346,SF,1,1,0,Dd,1,84,1,374
192.168.1.4,45378,162.55.236.225,443,udp,0.036844969,56,101,SF,1,1,0,Dd,1,84,1,129
192.168.1.6,49412,192.168.1.4,22,SSH,18.090343952178955,1607,2086,SF,1,1,0,ShADadFf,17,2499,22,3238
192.168.1.4,59162,192.168.1.1,53,udp,0.016723156,48,105,SF,1,1,0,Dd,1,76,1,133
192.168.1.4,55626,192.168.1.1,53,udp,0.020171165,48,193,SF,1,1,0,Dd,1,76,1,221
192.168.1.4,33213,192.168.1.1,53,udp,0.003857136,50,295,SF,1,1,0,Dd,1,78,1,323
192.168.1.4,38642,192.168.1.1,53,udp,0.828612089,39,405,SF,1,1,0,Dd,1,67,1,433
192.168.1.6,52036,192.168.1.4,22,SSH,18.089103937149048,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.6,40984,192.168.1.4,22,SSH,18.08804392814636,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.4,36842,3.162.125.9,443,tcp,1.938621998,3247,35022,SF,1,0,0,ShADadFf,25,4555,29,36538
192.168.1.4,38410,52.46.143.56,443,tcp,0.863780022,5298,11958,SF,1,0,0,ShADadFf,17,5998,15,12570
192.168.1.6,40694,192.168.1.4,22,SSH,0.000811815,23,22,RSTR,1,1,0,ShADadr,4,239,5,278
192.168.1.4,51526,192.168.1.1,53,udp,0.023674965,54,156,SF,1,1,0,Dd,1,82,1,184
192.168.1.4,37136,23.50.124.22,443,udp,1.777468204,6638,12255,SF,1,0,0,Dd,35,7618,39,13347
192.168.1.4,33073,172.253.115.95,443,udp,0,53,545,SF,0,1,0,IIiiiIhhhHHhH,1,81,1,573
192.168.1.6,54148,192.168.1.4,22,SSH,16.586915016174316,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.4,51567,192.168.1.1,53,udp,0.029646158,52,305,SF,1,1,0,Dd,1,80,1,333
192.168.1.4,60659,192.168.1.1,53,udp,0.06853199,4027,8805,SF,1,0,0,IIishhhHHh,7,4223,10,9085
192.168.1.4,60588,146.75.38.49,443,udp,50.68604994,2652,940,SF,1,0,0,ShADadFfR,12,3260,11,1520
192.168.1.6,41582,192.168.1.4,22,SSH,16.585269927978516,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.6,41242,192.168.1.4,22,SSH,18.088106870651245,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.4,36874,192.168.1.1,53,udp,0.080085993,38,565,SF,1,1,0,Dd,1,66,1,593
192.168.1.4,32833,192.168.1.1,53,udp,0.001144171,49,112,SF,1,1,0,Dd,1,77,1,140
192.168.1.4,38271,192.168.1.1,53,udp,0.001272202,71,141,SF,1,1,0,Dd,1,99,1,169
192.168.1.4,40386,192.168.1.1,53,udp,0.026750088,51,195,SF,1,1,0,Dd,1,79,1,223
192.168.1.4,58092,3.162.114.192,443,udp,0.253932953,4942,17811,SF,1,0,0,Dd,17,5418,26,18539
192.168.1.4,42079,192.168.1.1,53,udp,0.080085993,38,565,SF,1,1,0,Dd,1,66,1,593
192.168.1.6,34860,192.168.1.4,22,SSH,18.089327096939087,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.4,46809,192.168.1.1,53,udp,11.87508297,2478,11829,SF,1,0,0,ShADadFfR,17,3346,18,12773
192.168.1.4,58083,192.168.1.1,53,udp,0.019989014,58,138,SF,1,1,0,Dd,1,86,1,166
192.168.1.4,58090,192.168.1.1,53,udp,0.00216198,63,120,SF,1,1,0,Dd,1,91,1,148
192.168.1.4,44440,40.71.99.188,443,udp,0.00120306,51,51,SF,1,1,0,Dd,1,79,1,79
192.168.1.6,32822,192.168.1.4,22,SSH,18.09042191505432,1639,2086,SF,1,1,0,ShADadFf,17,2531,22,3238
192.168.1.4,40890,146.75.29.140,443,tcp,512.7170959,2439,4957,SF,1,0,0,ShADadFRf,25,3723,26,6317
192.168.1.6,39250,192.168.1.4,22,SSH,18.088709115982056,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.6,57376,192.168.1.4,22,SSH,18.08616304397583,1631,2086,SF,1,1,0,ShADadFf,17,2523,22,3238
192.168.1.4,56329,192.168.1.1,53,udp,0.00229907,45,128,SF,1,1,0,Dd,1,73,1,156
192.168.1.4,41066,192.168.1.1,53,udp,0.004295111,47,397,SF,1,1,0,IIiiihhIHH,1,75,1,425
192.168.1.4,39636,192.168.1.1,53,udp,0.007869959,41,100,SF,1,1,0,Dd,1,69,1,128
192.168.1.6,43634,192.168.1.4,22,SSH,18.08850789070129,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.4,44868,192.168.1.1,53,udp,0.105055809,5205,9851,SF,1,0,0,Dd,10,5485,13,10215
192.168.1.6,50406,192.168.1.4,22,SSH,18.08830499649048,1631,2086,SF,1,1,0,ShADadFf,17,2523,22,3238
